name,length,width,height
La Ruee vers l'Argent (Ext. Tiletum),295,295,45
La Tour Enchantee,290,290,70
La Traque,300,300,90
La Traque de l'Anneau,295,295,75
La Valse des Fantomes,290,290,70
Lacrimosa,300,300,80
Lands of Galzyr + Pack Errata,300,300,90
Last Aurora,300,300,70
Le Bonhomme de Paille,265,265,40
Le Choc des Immortels (Ext. Fateforge : Les Chroniques de Kaan),310,310,50
Le Clan des Deux (Ext. The Mandalorian : Adventures),295,295,50
Le Dilemme Du Roi,295,295,100
Le Feu Perdu - Mystery Puzzle,265,265,85
Le Grand Bornand - Double Piste 3D (Ext. Biathlon Crystal Club),285,285,15
Le Grand Prix de Belcastel,300,300,80
Le Jeu du Loup,270,270,85
Le Labyrinthe Magique,300,300,70
Le Monde de Reterra,270,270,70
Le Petit Fantome,295,295,70
Le Prince de Motordu,270,270,85
Le Rallye des Vers de Terre,290,290,70
Le Seigneur des Anneaux - Jeu Livre d'Aventure,270,270,65
Les Alchimistes (Ext. Charlatans de Belcastel),295,295,55
Les Aventures de Robin des Bois,290,290,70
Les Aventuriers du Rail - Autour du Monde,300,300,100
Les Aventuriers du Rail - Europe,300,300,90
Les Aventuriers du Rail - USA (Ed. 2025),300,300,80
Les Aventuriers du Rail Europe : Mon Premier Voyage,280,280,60
Les Charlatans de Belcastel,300,300,70
Les Eclairtout,265,265,40
Les Glorieuses Guildes de Buttonville,295,295,70
Les Guerriers de la Terre du Milieu (Ext. La Guerre de l'Anneau),270,270,45
Les Petits Alchimistes,300,300,70
Les Potions d'Azerlande,290,290,60
Les Princes de Florence,300,300,70
Les Schtroumpfs - Le Village Secret,270,270,60
Les Secrets de Zorro,270,270,60
Les Sorcieres s'en Melent (Ext. Charlatans de Belcastel),295,295,55
Les Tribus du Vent,290,290,70
Lievres & Renards XXL (JumpIn),310,310,110
Limit,295,295,70
Living Forest,290,290,70
Logic! Games : Les Acrobasticots,265,265,70
Longueur d'Onde,270,270,75
Lum42,280,280,45
Lupos,300,300,70
Lyngk,290,290,70
Mages (Ext. The Witcher : L'Ancien Monde),300,300,60
Magic Maze Kids,310,310,75
Maka Bana,290,290,70
Marajoara,300,300,50
Maree Commerciale (Ext. Voyageurs du Tigre du Sud),280,280,50
Marins (Ext. Catan),300,300,70
Marrakech,280,280,60
Marrakesh - Essential Edition,300,300,70
Mass Effect : Le Jeu de Plateau,295,295,60
Mech A Dream,265,265,60
Memoire 44 (Ed. 2025),295,295,100
Mer de Sable (Ext. Destinies),295,295,80
Meurtre en Cadeau - Mystery Puzzle,265,265,85
Mille Bornes - Mario Kart,270,270,50
Mille Fiori,295,295,70
Miniatures - Pack Cosmetique (Ext. Frostpunk),315,315,65
Minuit Meurtre en Mer (2nde Edition - Integrale) + Erratum C01,300,300,70
Mission : Planete Rouge (3eme Edition 2025) + Errata FR,300,295,75
Mistwood (Ext. Everdell),295,295,60
MLEM Space Agency,275,275,75
Moesteiro,300,300,70
Mon 1er Jeu d'Echecs,315,315,45
Mon Premier Mille Bornes - Pat Patrouille,270,270,70
Monkey Palace,270,270,60
Monolyth,265,265,50
Monopoly Classique,270,270,50
Monopoly Junior - Pat Patrouille,270,270,55
Monster Palace,270,270,70
Mortum : Enquetes Medievales,270,270,70
Mots Meles - Le Jeu,270,270,60
Mots-Garous,300,300,70
Mr. Wolf,270,270,60
My City,300,300,100
Mycelia,270,270,70
Mysterium (Ed. 2025),275,275,90
Mysterium Kids : Le Tresor du Capitaine Bouh,290,290,60
Mystery House,300,300,75
Napoleon 1806,320,320,60
Napoleon 1815,315,315,60
Nature Incarnee (Ext. Spirit Island),290,290,50
Neotopia,280,280,60
New York City - Essential,300,300,80
Nightmare Horror Adventures - Bienvenue au Manoir Crafton,270,270,65
Nouvelles Aventures (Ext. Chronicles of Avel),280,280,70
Nova Roma,300,300,90
Nucleum,300,300,70
Obsession,300,300,90
Oltree,290,290,100
Operation Noisettes,270,270,70
Orichalque,295,295,70
Outlive - Edition Complete,280,280,80
Pachalama,265,265,80
Paleo,290,290,70
Pancake Picnic,270,270,50
Pandai,270,270,60
Pays-Bas (Ext. Les Aventuriers du Rail),300,300,50
Pearlbrook (Ext. Everdell) - Seconde edition,295,295,60
Pengoloo Version Bois,270,270,60
Perches,290,290,70
Pergola,300,300,90
Photosynthesis,300,300,90
Pictionary (Ed. 2025),270,270,50
Pictures,300,300,75
Piege Obscur,270,270,80
Pique Plume,300,300,80
Pirates & Decouvreurs (Ext. Catan),300,300,70
Planet,300,300,80
Planta Nubo,305,305,65
Potion Explosion,300,300,80
Powerline,300,300,60
Profondeurs Insondables (Ext. Horreur a Arkham 3eme ed.),300,300,70
Puissance 4,280,270,40
Punct,300,300,70
Pura Vida,265,265,60
Pylos Classic,280,280,60
Qawale,280,280,60
Qomet,280,280,60
Quarto !,280,280,60
Quarto access,280,280,60
Queendomino,270,270,70
Quixo,280,280,60
Quoridor,280,280,60
Quoridor Pac-Man,280,280,60
Qwirkle - Edition Deluxe,265,265,70
Rajas of The Ganges,300,300,75
Rallyman Dirt : Monte-Carlo,300,300,50
Rallyman GT,290,290,70
Ratapolis,300,300,70
Rattus Big Box,300,300,70
Rebirth,270,270,60
Reflets d'Acide - Edition 2023,300,300,80
Ressources - Pack Cosmetique (Ext. Frostpunk),315,315,40
Revive,300,300,70
Ricochet Robots,300,300,70
Rio Z Janeiro (Ext. Zombicide 2eme Edition),310,310,100
Rising Sun,320,320,120
Robinson Crusoe : Aventures sur l'Ile Maudite,300,300,70
RoboRally,300,300,70
Rock Hard 1977,295,295,75
Rocketmen,300,300,80
Roi & Compagnie - A la Conquete de Nouveaux Territoires,265,265,70
Room 25 Ultimate,290,290,70
RoundForest,295,295,70
Rubik's Race,270,270,50
Sagrada Artisans,300,300,120
Saltfjord,300,300,70
Sanctuary,315,315,60
Sankore : La Fierte de Mansa Musa - VF,300,300,70
Seasons,300,300,80
Seeders From Sereis - Exodus,320,320,100
Senjutsu : Bataille pour le Japon,290,290,70
Sequence,270,270,60
Shackleton Base : A Journey To The Moon,300,300,90
Shogun No Katana,310,310,110
Shut The Box 10 en bois 4 joueurs,305,305,45
Shut The Box 10 en bois avec 2 des,300,295,40
Shut The Box Double 9 en bois avec 4 des,305,285,40
Sine Tempore,295,295,145
Skellige (Ext. The Witcher : L'Ancien Monde),300,300,60
Skull Tales : Toutes Voiles Dehors !,310,310,100
Skyrise,320,320,60
Skytear Horde,300,300,70
Slay The Spire : Le Jeu de Plateau,310,310,110
Sleeping Gods : Distant Skies Deluxe,305,305,110
Smallworld,295,295,75
Smallworld : Power Pack n1,300,300,40
Smallworld Underground,295,295,70
Sous l'Ocean,270,270,60
Spark Riders 3000 - Edition Rider,300,300,70
Sparks,295,295,60
Spirecrest (Ext. Everdell),295,295,60
Spirit Island (4eme Edition),290,290,80
Splendor Kids,275,275,55
Squadro,280,280,60
Stamp Swap,300,300,70
Star Wars : Bordure Exterieure,295,295,70
Street Fighter V : Champion Edition Legends,305,305,100
Stress Botics,300,300,90
Stroganov,295,295,70
Styx,285,285,50
Summoner Wars - Starter Set,300,300,80
Suricates,270,270,40
T.I.M.E Stories,300,300,80
Takenoko,290,290,60
Takenoko Oyako,295,295,60
Talisman - 4eme Edition,300,300,75
Talisman - 5eme Edition,270,270,70
Talisman : Le Dragon,300,300,80
Tangoes Junior,315,315,60
Tapple,270,270,60
Terminus,300,300,80
Terraforming Mars VF,300,300,70
The Dark Quarter,295,295,75
The Elder Scroll V : Skyrim Le Jeu D'aventure,300,300,150
The Goonies - Ne disent jamais mourir,270,270,60
The Loop,290,290,70
The Royal Society Of Archeology,295,295,75
The Smashers : Coach Battler,300,300,70
The Uprising (Ext. Maracaibo),295,295,48
The Witcher : L'Ancien Monde,300,300,100
The Witcher : La Voie du Destin (Edition Standard),300,300,90
Thebai,295,295,75
Thesauros,300,300,75
Tianxia,295,295,75
Tiletum,300,300,80
Time Capsules,310,310,110
TMNT Timecrash (Ext. Zombicide White Death),310,310,60
Toko Island,265,265,50
Tonnerre Hurlant (Ext. Twilight Imperium 4eme Ed.),300,300,135
Trekking the World,295,295,70
Trickerion - Legende de L'Illusion,295,295,68
Trivial Pursuit - Edition Bretagne,270,270,70
Trivial Pursuit - Edition Classique,270,270,70
Trivial Pursuit - Edition des Vins,270,270,70
Trivial Pursuit - Edition Famille,265,265,60
Trivial Pursuit - Edition Gastronomie,270,270,70
Trivial Pursuit - Edition Histoire de France,270,270,70
Tucana Builders,275,275,55
Tunnel Vision (Ext. Heat),295,295,35
Twister,270,270,50
Ubongo,300,300,60
UK & Pennsylvanie (Ext. Les Aventuriers du Rail),300,300,50
Un Anniversaire Mortel - Mystery Puzzle,265,265,85
Une Colonne de Feu,300,300,80
Unmatched Aventures - Chroniques Inouies (+cartes foil exclusives 1ere edition inclues),295,295,70
Uno - Quatro,270,270,50
Upstairs Downstairs (Ext. Obsession),300,300,40
V-Sabotage,300,300,70
Verbillico Excellence,300,300,60
Video Game Champion,295,295,80
Vienna Connection,300,300,80
Vikings on Board,300,300,80
Villainous,265,265,65
Villainous : Unstoppable,265,265,65
Villes & Chevaliers (Ext. Catan),300,300,70
Voldetour,290,290,40
Washington Z.C. (Ext. Zombicide 2eme Edition),310,310,60
When I Dream,280,280,60
Wild - Serengeti,295,295,75
Wingspan,300,300,80
Word Traveler,280,280,60
World Wonders,300,300,80
Wyrmspan,300,300,70
Ydrody,295,295,45
Yinsh,300,300,75
Yokohama,300,300,80
Zertz,300,300,70
Zhanguo : The First Empire,300,300,80
Ziggurat,305,305,80
Zombicide (2eme Edition),310,310,100
Zombicide : White Death,300,300,100
Zombicide Invader,310,310,105
