name,length,width,height
Ile en Vue : Moussaillons !,270,270,50
Infiltraitres,180,125,40
Inicio Mini,80,80,40
Inside3 Zero : Mean (Orange),80,80,80
Insurrection,180,130,45
Intrigue,200,150,50
Introspection (Ext. Hybris - Disordered Cosmos),150,80,30
Investigation (Ext. 1 Sub Terra),230,160,40
IQ FIT,140,100,30
IQ Mini Hexpert,75,70,25
IQ Perplex,145,145,30
J'Emme,270,270,50
James Dine,210,140,25
Jarnac,265,265,60
Je Decouvre les Emotions,360,270,80
Jekyll & Hyde vs Scotland Yard,180,130,45
Jeu d'Echecs en bois 30x30Cm,305,305,50
Jeu de 54 Cartes - Ducale Dos Bleu ou Rouge,90,60,20
Jeu de 78 Cartes Tarot - Ducale,115,65,35
Jeu de Cochons,210,110,40
Jeu du Sudoku (Magnetique),130,130,15
Joe Le Pendu,270,270,70
Judukids,190,100,65
Just One,230,160,50
Kanagawa,210,210,60
Katamino,320,200,50
Katana,190,140,50
Kilia,300,300,100
Kit de Conversion pour Massive Darkness,290,230,30
Kites,200,150,50
Kluster,165,120,30
Kluster Duo,165,120,30
Kobolds & Totems (Ext. Forgeflame),210,170,45
Kolpa!,120,95,25
Kraken Attack,240,240,70
Krapules,155,110,40
L'Archipel des Dinosaures,250,250,60
L'Enclume Mots et Images,210,120,40
L'Enfer du Bocage (Ext. Memoire 44),310,270,30
L'Ile des Chats,295,295,100
L'Ile des Mookies,150,100,35
L'Ombre de Hawkins (Dossiers Criminels),310,220,20
La Bibliotheque Infinie (Ma 1ere Aventure),280,200,20
La Chasse aux Monstres,190,190,40
La Clef - Astolie - Livre Enigmes + Lampe UV Offerte,245,230,20
La Cour du Progres (Ext. Nucleum),300,300,40
La Course des Casse-Tout (Ma 1ere Aventure),280,200,20
La Decouverte de l'Atlantide (Ma 1ere Aventure),280,200,20
La Fabrique,270,270,70
La Marque des Pirates - Goodie Ile au Tresor,175,120,20
La Mort Noire (Ext. Orleans),315,225,40
La Mort Rouge (Ext. Tainted Grail),310,310,70
La Princesse aux Echelles,150,100,30
La Reussite - Dirler (Cartes Traditionnelles Iello),130,80,30
La Revanche de Moriarty - Escape Game,245,245,50
La Soupe des Ecureuils,180,180,110
Lache pas la Savonnette,150,100,40
Lacuna,225,100,100
Lama,150,110,30
Lands of Galzyr + Pack Errata,300,300,90
Le Baron,160,115,30
Le Cameleon,300,170,60
Le Carnet D'aventures (Ext. Robinson Crusoe),240,180,10
Le Chateau de P'tit Bouh (Ma 1ere Aventure),280,200,20
Le Chemin De La Maison,205,205,50
Le Choc des Immortels (Ext. Fateforge : Les Chroniques de Kaan),310,310,50
Le Desastre de Dieppe (Ext. Memoire 44),310,270,30
Le Fer et le Feu (Ext. Pagan : Le Destin de Roanoke),120,70,10
Le Feu Perdu - Mystery Puzzle,265,265,85
Le Gardien des Caves - Les Enquetes Sous Scelles,340,250,40
Le Grand Coffret de Casse-Tetes,340,225,45
Le Koi-Koi (Cartes Traditionnelles Iello),130,80,30
Le Mother Phoquer,150,100,70
Le Seigneur des Anneaux - Jeu Livre d'Aventure,270,270,65
Le Signe des Anciens : Presages de Glace,190,130,40
Leaders of the New Dawn (Ext. Beyond The Sun),320,230,55
Legendes Oubliees (Ext. Hidden Leaders),180,130,40
Les Aventuriers du Rail - Europe,300,300,90
Les Aventuriers du Rail - USA (Ed. 2025),300,300,80
Les Aventuriers du Rail Europe : Mon Premier Voyage,280,280,60
Les Chariots de l'Ouest (ex Circle The Wagons),110,70,10
Les Cinq Rois,160,120,30
Les Cites Rivales,200,200,40
Les Extensions de Linda - Apocalypse au Zoo de Carson City,95,95,30
Les Gardiens de la Galaxie Remix (Ext. Marvel United),260,260,50
Les Potions d'Azerlande,290,290,60
Letter Jam,230,160,60
Licornes dans les Nuages,230,160,50
Linkx,220,220,50
Logic! Games : Splash Labyrinthe,265,265,70
Loki a la Plage - Puzzle +,250,250,50
Loup-Garou Pour un Crepuscule,130,110,50
Love Letter : Bridgerton,180,120,30
Lupos,300,300,70
Lut'Un Deux Trois,240,240,60
Magic Maze Tower,250,250,40
Magnum Opus : Le Grand Oeuvre,270,210,65
Maka Bana,290,290,70
Mamie Moule Maki,220,160,50
Maple Valley,300,220,60
Marchands (Ext. Kingdom Legacy),150,65,10
Marvel Zombies - La Resistance des Heros,260,260,60
Maudits Criquets,110,110,35
Mech A Dream,265,265,60
Megalopolis (ex Sprawlopolis),110,70,10
Memozistoire,140,100,45
Merveilles du Monde,220,160,40
Mexican Train Dominoes,225,165,45
Micro Macro - Crime City,270,190,40
Mime Battle,190,145,45
Mimetix S'envoie en l'Air,105,95,60
Min'Inp : R.A.V.E.L.,160,95,35
Mind Cycling,350,310,60
Mind Me,180,130,60
Miroir Magique,195,195,45
Mixart,150,105,35
Molkky Deluxe,310,220,190
Mon 1er Jeu d'Echecs,315,315,45
Mon Premier Le Lynx,340,230,50
Monopoly Junior - Pat Patrouille,270,270,55
Mortelle Adele - Defis Mortels,150,150,30
Mortelle Adele - Poussez vous les moches !,250,250,60
Mots-Garous,300,300,70
Moving Wild,110,70,40
Munchkin 6.5 : Terribles Tombes,120,95,20
Munchkin : Tresors Caches,120,95,20
My First Race,230,230,70
Mysterium (Ed. 2025),275,275,90
Mysterium : Secret & Lies,275,120,50
Mystic Vale,320,210,80
Nekojima,250,250,80
Next Station Paris,180,110,40
Ni Plus Ni Moins,195,150,45
Niwashi,100,70,35
No Way Bully!,165,125,55
Numedingo,145,100,40
Nympheas Noirs,320,235,35
Oh My Brain,150,150,40
Oh My Socks!,110,65,30
Okko,110,70,10
Ole Guacamole,130,90,40
Oltree,290,290,100
Ombre Dansante (Ext. AracKhan Wars),100,70,40
On Lache Rien !,150,110,40
Once Upon A Line : Le Souffle du Papillon,250,250,80
One Deck Dungeon,140,100,40
Orchard,100,75,30
Oursons Taquins,180,180,40
Outlive - Edition Complete,280,280,80
Pack de Faction Aviens Lanceciels (Ext. Summoner Wars),130,85,20
Pagodes - Edition du Dragon,245,245,60
Panique en Cuisine - Unlock! Short Adventures,110,70,15
Pantolino,130,130,40
Papayoo,160,110,30
Pergola,300,300,90
Periodic: A Game of the Elements,290,220,60
Perplexus Epic,260,230,200
Perplexus Rebel,220,180,180
Personnages (Ext. Les Loups-Garous de Thiercelieux),120,90,20
Perspectives - Boite Bleue,275,215,60
Perspecto,280,230,40
Petit Pigeon,185,100,40
Petits Chevaux (Magnetique),130,130,15
Petty Officers - Extension Detective,185,110,35
Pigasus,200,145,70
Pino Postino,205,205,50
Pippo,130,100,30
Plan Sequence,110,70,10
Polaroid - Le Jeu,240,120,65
Prelude 2 - Promo Pack (Ext. Terraforming Mars),90,60,10
Priority Threats Alpha (Ext. Mass Effect - Priorite Hagalaz),150,105,25
Profondeurs Abyssales (Ext. One Deck Dungeon),130,90,10
Promo Pack Supreme 2025 (Ext. Mindbug),140,65,10
Puzzle Twist - Hellton Palace (1000P),290,130,90
Puzzle Twist - Visite Royale (500P),250,120,80
Puzzle Universe - Blocks (1000P),285,130,85
Puzzle Universe - Chemins Obscures (1000P),285,130,85
Puzzle Universe - Elemental Dragon Hatchery (1000P),285,130,85
Puzzle Universe - Entre Dunes (500P),285,130,85
Puzzle Universe - The Ultimate Fight (1000P),285,130,85
Queendomino,270,270,70
Quickity Pickity,110,70,40
Qwirkle,230,230,60
Ragemore,110,75,10
RainBow 7,150,100,40
Raptor,270,210,60
Reaper Forces Alpha (Ext. Mass Effect - Priorite Hagalaz),150,105,25
Rencards Catastrophiques (Ext. Happy Little Dinosaurs),220,150,40
Richesses du Monde,360,280,60
Ricochet 3 - Ricochons,200,200,40
Rock Hard 1977,295,295,75
Roi & Compagnie - A la Conquete de Nouveaux Territoires,265,265,70
Room 25 - V.I.P,180,130,40
RoundForest,295,295,70
Rush Hour Junior,260,260,80
Saboteur - Edition Speciale 20 Ans,160,120,45
Sai Sai,240,240,40
Salton Sea,230,180,70
Samurai - Gift Puzzle Box,120,105,65
Scout,110,70,40
Seasons of Inis,345,240,45
Secret Identity - Nouvelle Edition,130,130,70
Set de des - Chroniques de Drunagor,180,40,25
Shards Of Infinity,190,140,40
Sherlock - Q System : Propagation,90,65,15
Slapzi,215,115,65
Slay The Spire : Le Jeu de Plateau,310,310,110
Smart 10 - L'impertinent,250,250,55
SOS Dino,240,240,70
Sous l'Ocean,270,270,60
Souvenirs (Ext. Heredity),110,110,60
Space Lab,180,130,50
Speculaas,235,160,45
Speech,90,90,30
Split It !,125,95,25
Star Realms,90,70,50
Star Realms Crisis - Booster bases et vaisseaux,150,70,10
Star Realms High Alert - Booster Heros,140,70,10
Star Trek - Jeu de 54 Cartes - Theory11,90,70,20
Star Wars : The Deckbuilding Game - Clone Wars,210,170,80
Star Wars Legion : Crash de X-Wing,350,260,110
Star Wars Legion : Dark Maul & Droides Sondes Sith,200,165,65
Star Wars Legion : Iden Versio & ID10,170,125,65
Star Wars Legion : IG Assassin Droids,170,100,45
Star Wars Legion : Soldats Clones de Phase 1 V2,140,120,65
Star Wars Legion : Sun Fac & Poggle Le Bref,190,100,50
Star Wars Rivals,200,135,60
Stephens,325,270,60
Story Box Contes et Legendes,150,105,30
Streets of Tokyo,225,155,30
Strike,270,190,50
Sub Terra - 10x Tuiles Promotionnelles,140,65,20
Super Cortex Challenge,140,140,50
Super Pas Vite !,200,200,45
Sur la Route (For The Story),190,120,60
Sur les Traces de Marie Curie,260,260,75
Surprises dans le Potager,245,245,60
Sushi Go,150,100,40
Sushi Go Party !,220,170,90
Suspend Junior,290,110,110
Sweeet !,85,85,45
Sword & Sorcery - Les Ames Immortelles,405,275,90
Syntyma (Ext. Rauha),150,150,40
Talisman : La Marche du Froid,195,125,40
Talisman : Le Dragon,300,300,80
Tangram (Magnetique),130,130,15
Tantrix Solo,140,100,40
Taverns & Dragons,250,250,80
Team Quack,240,175,55
Tengu,175,175,50
Terminus,300,300,80
Terrabilis,190,190,85
Tetaki,170,130,50
The Blah Blah Box,150,110,70
The Game,130,100,20
The Game - Le Duel (Face to Face),130,100,20
The Great Split,260,260,60
The Key - Sabotage a Lucky Lama Land,270,215,55
The Line,125,125,40
The Loop,290,290,70
The Lost Code,240,240,70
The Mind - Extreme,130,100,20
The Vale of Eternity,230,230,60
Tic Tac Boum Color Flash,220,100,80
Tiletum,300,300,80
Time Division,255,185,55
Time Trouble,275,190,70
Time's Up! Family - Orange,155,105,105
Timeline Access+,210,210,50
TimemiT + Cartes goodies,160,160,40
Tiny Epic Galaxies,180,120,40
Totem Junior - Le Jeu qui fait du Bien,155,105,45
Totemic,110,70,10
Trahison Divine (Ext. Hybris - Disordered Cosmos),420,300,50
Train Mexicain - 91 Dominos Double-12,280,190,70
Trait Cool,200,200,50
Triolet,360,230,40
Trivial Pursuit - Edition Bretagne,270,270,70
Trivial Pursuit - Edition Histoire de France,270,270,70
Tsukiji Market,110,70,10
TTMC - Sales Momes,140,110,60
TTMC Access - Tu Te Mets Combien ?,250,250,85
Turmoil - Promo Pack (Ext. Terraforming Mars),90,60,10
Ukiyo,110,75,10
Une Chauchette Chachant Chacher,153,108,27
Unlock! 13 : Risky Adventures,275,215,65
Unlock! 14 : Enchanted Adventures,275,215,65
Unlock! 8 : Mythic Adventures,275,215,65
Unlock! Escape Geeks : Echappe-toi du Donjon,210,145,20
Unlock! Escape Geeks : Echappe-toi du Labyrinthe,210,145,20
Unlock! Escape Geeks : Echappe-toi du Musee,210,145,20
Unmatched - The Witcher : La Chute des Royaumes,295,225,70
Uno - All Wild!,110,90,20
Unsettled,360,190,190
Unstable Unicorns - Pour Enfants,150,100,30
V-Sabotage,300,300,70
Villainous : Unstoppable,265,265,65
Villainous Star Wars : Vermine & Trahison,270,170,60
Virus! 2 - Evolution,150,105,30
Viticulture : Toscane - Ed. Essentielle (+ Plateau corrige),273,215,50
Viticulture World,270,220,50
Volto,200,200,50
Welcome Edition Collector,210,210,60
Wizards Cup,100,80,35
Word Traveler,280,280,60
Yahtzee One Piece,155,135,100
YET,80,30,15
Yin Yang - Extension Chakra,130,130,40
Yinsh,300,300,75
Zero a 100,120,120,40
Zero a 1000,120,120,40
Zim Zam Zoum,125,95,30
Zombicide Invader,310,310,105
Zombie Burrito,250,230,80
