name,length,width,height
Clinic Rush,285,285,75
Close Encounters Miniatures (Ext. ISS Vanguard),330,280,100
Club des Aventuriers,230,140,40
ClueBox - Le Chat de Schrodinger,120,110,110
ClueBox - Le Labyrinthe de Cambridge,125,120,110
Cluepuzzle - The Aztec Pyramid of The Sun,210,195,195
Cobra Paw,190,170,60
Coffret de Jeux de Cartes Ducale,265,225,45
Coffret Echecs Magnetiques pliant 25cm,265,140,55
Coffret Steven Rhodes,150,140,100
Colonies (Ext. Terraforming Mars),230,190,40
Colt Express : Tapis de Jeu,520,80,80
Colt Express Big Box (Ed. 2024),420,290,80
Commandants (Ext. Pirates de Maracaibo),220,170,40
Comment j'ai Adopte un Gnou,140,80,50
Concordia : Aegyptus & Creta,390,270,10
Concordia : Salsa,390,280,50
Conjudingo CM1-CM2,95,95,30
Connect'Ortho,235,170,50
Cornhole By Pitchgames,400,100,100
Courtisans,200,105,45
Crimexpress : La Malediction de Bastet,240,190,50
Cthulhu (King of Tokyo/New-York),160,140,60
Cube Puzzler Go,120,120,120
Culte du Chaos (Ext. Tiny Epic Cthulhu),175,115,20
Darts By Pitchgames,550,100,100
Daydream,250,115,55
Decktective - Miroir de Cauchemar,125,95,25
Deconnexio,170,120,40
Defis 2 - Escape Room,130,105,20
Des Bruits Dans la Nuit,165,135,40
Descent : Gargan Mirklace - Extension Lieutenant,160,150,80
Dice Deduction,240,180,50
Dice Forge : Rebellion,290,140,80
Dice Throne Marvel - Scarlet Witch Thor Loki Spider-Man,400,260,50
DIG,80,30,20
Dig In (Ext. Dig Your Way Out),240,240,50
Diluvio,300,225,40
Dingo-Dino,160,130,50
Disc Cover,135,130,70
Dixit 6 - Memories,275,115,40
Dixit 9 - Anniversary,285,120,40
DJ Set,150,120,40
Domino Double 9 Colores,200,120,50
Dominos (Premium Classic),190,115,30
Donjons & Siphons (For The Story),185,115,35
Douce Nuit Mortelle Nuit (Diner-Enquete),230,110,20
Dra'Go !,290,190,50
Dreadnought - Pack Cosmetique (Ext. Frostpunk),215,95,60
Dune : La Guerre sur Arrakis,380,270,115
East India Companies,310,310,70
Echecs Club Competition 50cm,530,170,100
Echecs Magnetique Format Portefeuille,220,105,10
Echecs Starter Box DGT,240,230,75
Echiquier DGT Pegasus,370,370,70
Elekt,215,155,55
Elmer - Le jeu des Couleurs,165,125,50
En Quete de Pepites,200,170,10
En Quete du Dragon (Ma 1ere Aventure),280,200,20
En un Mot,200,150,50
Endeavor - L'Age de la Voile,400,295,90
Escap'Apero - Level 1,370,180,110
Escargots... Prets Partez ! (Ed. 2025),215,215,65
Esquisse ? De Voyage (6 joueurs),150,135,70
Eternitium,245,145,50
Etherium,320,260,110
Exit Calendrier de l'Avent : La Tempete Silencieuse,500,400,150
Exit Calendrier de l'Avent : Le Livre d'Or,450,330,50
Exit Kids : La Chasse Aux Cookies,180,130,40
Exkalibur,340,100,100
Expeditions Edition Classique,390,320,80
Exploding Kittens : Le Jeu de Plateau,310,255,75
Extension 2/3 Joueurs - La Famiglia,360,210,10
Extension Unites Speciales (Ext. Lum42),140,85,15
Family and Friends (Ext. Cathood),115,70,30
Fantasy : Le Jeu de Cartes (Ed. 2024),150,95,25
Faux-Culte : Le Pire Contre-Attaque,100,80,70
Feelings,235,235,60
Fighters of Europe,355,240,60
Figurines Saibaman Dragon Ball Z : Duel Battle,190,175,45
First Rat,320,225,75
Fjords,270,210,63
Flash !,150,80,60
Flipslide,255,215,70
Flowers,195,100,35
Footime,300,200,45
For A Crown,295,230,50
Forest Spirit,145,85,70
Fort,225,145,55
Fort Hendrix (Ext. Zombicide 2eme Edition),320,310,70
Frosthaven,410,300,250
Gagne Ton Papa!,320,190,50
Geometriko,145,105,40
George - Le Blind-Test,215,150,20
Gobblet Gobblers XL (Bois),440,165,135
Happy DayZ : Woodstock Fever + cartes promo,165,115,40
Harry Potter - Combat contre les Forces du Tenebres,135,110,45
Harry Potter : Defense contre les Forces du Mal,230,155,70
Haru Ichiban,230,70,70
Heritage (Ext. Ancient Knowledge),185,90,45
High Frontier For All : Conflict,260,170,40
Histoire Qui Pop : Le Temple de Catajima,155,150,35
Hop Hop Lapins !,250,250,70
Hotel,460,270,60
Ice Cool,405,205,60
Ice Cool 2,400,200,60
Inside3 Cube : Fancube (Violet),90,90,90
Inside3 Escape - The Dungeon,85,85,85
Inside3 Legend - The Castle of the lost Treasure,105,70,25
Inside3 Novice : Awful (Rose),50,50,50
Inside3 Troglodyte - Conan Le Barbare,140,137,20
Instantanes de Voyage (Ext. Earthborne Rangers),90,75,20
IQ Mini,75,70,25
IQ Perplex,145,145,30
IQ Runes (Premium Collection),170,170,40
IQ Waves,140,100,30
Iron Maiden : Pack 2 (Ext. Zombicide 2eme Edition),280,165,45
Je Decouvre les Emotions,360,270,80
Je voudrais un Bonhomme de Neige,250,240,50
Jeu de 32 Cartes Belote - Ducale,95,60,20
Jeu de 54 cartes - Poker Bridge Ducale Origine,90,60,20
Jeu de 78 Cartes Tarot - Ducale,115,65,35
Jeu de Cochons - Geants,210,110,40
Jeu de Dames - Coffret pliant 29cm,295,155,55
Jeu de Shoggi (Shogi),320,290,20
Jeu de Tarot - 78 cartes Ducale Origine,120,60,30
Jeu de Yam,170,105,25
Kabuto Sumo,270,170,50
Kado,350,77,77
Kaoki Nature,110,110,40
Katamino,320,200,50
Kinfire Delve : Vainglory's Grotto,180,145,45
King Espina,155,155,50
King of Tokyo - Monster Box,370,260,70
King of Tokyo : Duel,205,155,50
Klask,450,350,150
Kombo Klash!,230,230,60
Kosmopoli:t,205,180,55
Kudos,185,125,45
L'Art de la Boursicocotte,135,115,45
L'Aube de la Technologie (Ext. Trickerion),245,105,40
L'Ombre du Salut (Ext. Shards Of Infinity),160,110,40
La Communaute de l'Anneau : Le Jeu de Plis Cooperatif,220,100,40
La Cour de Versailles,155,120,45
La Fabrique a Reves,230,185,45
La Guerre des Toques,290,220,50
La Mallette du Docteur des Emotions,310,210,65
La Marque des Pirates - Goodie Ile au Tresor,175,120,20
Labyrinth - Naruto,370,270,55
Lapin et Magicien,290,240,105
Le Fada,110,40,40
Le Fer et le Feu (Ext. Pagan : Le Destin de Roanoke),120,70,10
Le Gardien des Caves - Les Enquetes Sous Scelles,340,250,40
Le Grand Coffret de Casse-Tetes,340,225,45
Le Jeu aux Mille Titres,255,195,50
Le Jeu des Cat-tapultes,270,260,80
Le Jeu Qui Rigole,160,125,50
Le Koi-Koi (Cartes Traditionnelles Iello),130,80,30
Le Lynx Go!,135,135,40
Left Right Dilemma,180,140,50
Legendes & Voyageurs (Ext. Naishi),135,70,10
Legendes du Japon (Ext. Senjutsu),160,105,70
Les Amants Maudits (Ext. Kronologic Paris 1920),105,85,15
Les Apaches de Paris,270,230,60
Les Aventuriers du Rail : Europa 1912,180,90,30
Les Aventuriers du Rail : USA 1910,180,100,30
Les Aventuriers du Rail Legacy : Legendes de l'Ouest,435,320,110
Les Charlatans de Belcastel (Megabox),500,320,70
Les Chiens s'en Melent,245,245,45
Les Cinq Rois,160,120,30
Les Dauphins Joueurs,162,158,15
Les Frelons (Ext. Paleo),110,60,10
Les Gens Qui (Nouvelle Edition),175,95,70
Les Pirates de l'Ile Sanguinaire,285,150,20
Les Ruines Perdues de Narak,370,250,70
Les Saisonniers de la Lande - Ext. Viticulture,120,95,35
Les Tresors du Pharaon (Ext. Sobek 2 Joueurs),150,110,30
Linja,260,70,40
Link City,210,160,50
Linq (Edition 2024),165,110,45
Little Town,205,205,60
Littoral,220,120,70
Lobo 77,160,115,35
Logic! Games : Splash Labyrinthe,265,265,70
Loup-Garou Pour un Crepuscule,130,110,50
Lux et Tenebrae (Ext. Res Arcana),250,125,30
Machu Pichu,135,100,25
Malhya - Lands of Legends,430,330,260
Mallette de Poker Copag 300 Jetons,430,240,100
Mallette de Poker Maverick 300 Jetons,380,200,65
Mana,270,180,40
Maraude (Ext. Root),320,280,70
Marchands (Ext. Kingdom Legacy),150,65,10
Matcha (Ext. Le Chateau Blanc),230,180,50
Maximaal : Tables de Division,120,100,20
Mazescape - Ariadne,165,105,30
Medical Mysteries : Miami,230,175,60
Mieze Katze,185,140,70
Migrato - Les Voyageurs du Ciel,155,100,30
Mikado en bois - 25 cm,270,50,30
Mikado en bois - 50cm,530,90,60
Mille Bornes Classique,190,110,40
Mime Battle,190,145,45
Mimetix,175,105,65
Mimetix S'envoie en l'Air,105,95,60
Min'Inp : Last Minute,160,95,35
Mind Cycling,350,310,60
Mindo - Chats,120,80,40
Miroir Magique,195,195,45
Mission Super Pas Possible !,235,160,45
Mixmo,210,80,80
Molkky,310,150,110
Mon Premier Tresor de Jeux - Selection de Jeux Haba,400,400,60
Mon Puzzle Aventure : Terre Ocre,260,210,60
Mondes Marins (Ext. Ark Nova),320,150,40
Monopoly Deal,140,90,20
Moonshine,250,140,40
Moustache,180,135,40
Mouton Mouton,190,70,55
Munchkin (2nde Edition),200,110,40
Music Star,150,85,50
Mysterium : Hidden Signs,275,120,50
Mysterium Park,225,160,50
Mystic Vale,320,210,80
Mythic Arena,110,80,50
Mythwind : Figurines Magiques,260,90,30
Nambarz,115,115,50
Negociateur Prise d'Otages - Edition Collector Integrale,330,220,90
Neko Syndicate,180,150,50
Next Station London,180,110,40
Nexus (Ext. Karak : Goblin),135,105,30
Not Alone : Exploration,150,130,30
Nouveaux Horizons - Through The Ages (Ext.),255,185,60
Nouvelles Contrees : Aventures Thematiques,230,50,50
Numedingo,145,100,40
Oeufs (Ext. Hibachi),40,40,10
Ohio Bob et l'Amulette Perdue,110,75,10
Omerta,180,80,50
Orchard,100,75,30
Orichalque : Plateaux Solo,290,210,10
Orlog : le Jeu de Des (Assassin's Creed: Valhalla),270,220,60
Osmooz Hot,180,95,30
Ouga Bouga,100,100,30
Pack de Faction Aviens Lanceciels (Ext. Summoner Wars),130,85,20
Pack Escape Box - Les Enquetes Extraordinaires,305,220,25
Pack Spectral - Pack Heros - Ext. Sword & Sorcery,190,135,45
Paddy,225,225,50
Paillettes Claquettes,210,140,40
Panots,105,80,35
Pantacle,450,320,310
Pantone - Le Jeu,260,255,50
Paradox Temporel (Ext. Bordel Temporel),95,65,20
Parc Gratuit (Ext. Monopoly),270,130,40
Parent Epuise : Kit de Survie Zen,115,75,20
Perplexus Epic,260,230,200
Perplexus Rebel,220,180,180
Perplexus Rubik's Fusion 3*3,225,205,105
Petit Pigeon,185,100,40
Petty Officers - Extension Detective,185,110,35
Phantom Ink,250,170,60
Pic Challenge,250,200,45
Pigeon Pigeon,170,95,80
Piste de des en bois 35cm + 5 Des,360,360,40
Pizz'Arene,400,70,70
Pock,400,170,80
Pops,195,185,30
Presse Citron,175,150,60
Presumee Coupable (Ext. Pagan : Le Destin de Roanoke),125,65,15
Priority Threats Alpha (Ext. Mass Effect - Priorite Hagalaz),150,105,25
Prisma (Ext. Mycelia),220,220,70
Projet Gaia,365,300,65
Promo Pack Battlefruit 2025 (Ext. Mindbug),140,70,10
Ptibac : Cocorico,210,120,40
Puissance 4,280,270,40
Puzzle Escape - Le Secret du Scientifique,330,230,50
Puzzle Universe - Elemental Dragon Hatchery (1000P),285,130,85
Questions de Merde,155,125,50
Qui a Tue Jasper Van Der Meer ? (Dossiers Criminels Pocket),165,120,20
Qui est-ce ?,305,270,45
Qui Mime me Suive !,175,135,40
Quiz Room en Boite,200,95,60
Rebus Mix,220,135,40
Richesses du Monde,360,280,60
Rimatou,125,85,30
Rivals,330,245,100
River Valley Glassworks,280,180,50
Rock Me Archimedes,430,110,90
Rok - Passe Partout,295,245,60
Rubik's Connected X,190,155,70
Rubik's Cube 3x3,160,100,70
Rubik's Cube 5x5,70,70,70
Rush Hour Deluxe,275,235,65
Rush Hour World Tour,260,155,20
Samurai - Gift Puzzle Box,120,105,65
Sans Pitie - La Big Pic,210,130,60
Scrabble Deluxe,380,380,65
Scrap Racer Extension 1,260,175,35
Scythe : Le Reveil de Fenris,300,255,85
Scythe : Strateges des Cieux,300,130,70
Sea Salt and Paper,100,70,30
Seasons of Inis,345,240,45
Set 4 plateaux joueurs (Ext. AracKhan Wars),310,120,10
Set de des - Chroniques de Drunagor,180,40,25
Shadow Hunters - Fangs Edition,230,165,55
Shashibo Tales Of Ovirnia,65,65,65
Sheep Hop !,180,180,60
Sherlock Holmes : Les Francs-Tireurs de Baker Street,310,230,60
Shuffle-Puck Mango 130x70cm,1300,700,50
Shuffle-Puck Mango 90x45cm,990,530,50
Shuppa,120,85,30
Shut The Box 9 en bois avec 2 des,285,205,40
Shut The Box 9 en bois avec 2 des,280,210,40
Shut The Box Double 9 en bois avec 4 des,305,285,40
Silent Falls (Ext. Alice is Missing),170,90,50
Slapzi,215,115,65
Sly'ne,250,150,70
Smash Up - Tournee Mondiale : Choc des Cultures,195,140,45
Soccer By Pitchgames,460,100,100
Solstis,130,75,50
Soum Soum,205,145,50
Sous un Ciel d'Etoiles (Ext. Faraway),130,70,10
Soviet Kitchen,145,95,45
Speed Bac Kids,185,70,60
Speed Bac Rouge (+16 ans),180,70,60
Star Realms - Coffret Galactique,380,220,110
Star Realms - L'Union (Deck de Commandement),150,70,5
Star Wars : The Deckbuilding Game - Clone Wars,210,170,80
Star Wars Legion : Anakin Skywalker,200,165,65
Star Wars Legion : Clone Commander Cody,170,100,70
Star Wars Legion : Crash de X-Wing,350,260,110
Star Wars Legion : Droide Araignee Nain DSD1,260,160,60
Star Wars Legion : Guerriers Geonosiens V2,140,120,60
Star Wars Legion : Hommes de Main du Soleil Noir,200,160,60
Star Wars Legion : Jyn Erso,165,88,65
Star Wars Legion : Magna Gardes IG-100,245,160,90
Star Wars Legion : Moff Gideon,190,100,50
Star Wars Legion : TR-TT,250,190,90
Star Wars Rivals,200,135,60
Stephens,325,270,60
Stitch Mission 626 - Un Jeu Love Letter,190,165,40
Sub Terra - 10x Tuiles Promotionnelles,140,65,20
Sucre ou Sale ?,195,160,45
Sur la Route (For The Story),190,120,60
Survivants de Chronicles (Ext. Zombicide 2eme Edition),300,160,40
Sushi Dice,170,125,55
Suspend,320,80,80
Suspend Junior,290,110,110
Sword & Sorcery - Les Ames Immortelles,405,275,90
Syntyma (Ext. Rauha),150,150,40
Tabriz,330,330,70
Tag Team : 2 Vs 2 (Ext. Mindbug),105,65,15
Taiki,155,110,30
Talaref,210,100,60
Tales Of Kunugi,260,180,70
Tales of Nine : La Montagne Noire,80,80,20
Talisman : La Marche du Froid,195,125,40
Tam Tam 1 2 3 - Coffret,250,175,40
Tam Tam Alphabet,115,85,40
Tam Tam Safari - Les Mots Outils du CP,112,82,33
Tangoes Starter - Duel Classic,170,83,16
Tangramino,280,230,40
Tapis de Jeu Dragon Ball Z : Duel Battle,800,100,40
Tapis de Jeu Frostpunk,670,60,60
Tapis de Jeu Mindbug,370,70,70
Tapis Officiel Celestia 60x100cm,600,100,100
Targui,200,200,50
Tasso Banana,170,130,45
Team Quack,240,175,55
Tengu,175,175,50
Terre Fracturee (Ext. Spirit Island),295,170,55
The Mind - Le Devin,180,120,20
Thunder Road : Vendetta - Edition Maximum Chrome,380,295,160
Timber City - Pack Cosmetique (Ext. Frostpunk),315,215,65
Time's Up! Family - Orange,155,105,105
Timeline Twist Star Wars,150,125,30
Tiny Epic Mechs,180,115,40
Tiny Epic Pirates,180,125,40
Top Cap,125,70,70
Tour de Hanoi (Mini),165,80,65
Tour du Monde (Ext. Perfect Words),100,90,20
Tout Schuss,120,75,10
Toutou Detective 3 - Les 15 Mondes de Lucy,245,165,10
Toy Battle,250,210,50
Trailblazers - Edition Voyage,145,140,60
Train Mexican - Valisette,230,200,95
Treant VS Ninja  - Dice Throne S1 C4,231,130,63
Trek 12+1 - Carnet de Voyage en Himalaya,190,150,30
Triggs,130,100,20
Triolet,360,230,40
Trivial Pursuit - Edition Bretagne,270,270,70
Truth Or Drink,185,130,70
TTMC - Sales Momes,140,110,60
Tucano,110,65,30
Turbulences (Ext. Sky Team),250,100,10
Twist Delire - Vocabulaire,160,90,90
Umbrella,300,190,70
Unlock! 4 : Exotic Adventures,275,215,65
Unmatched - Houdini Vs Genie,240,150,70
Uno - All Wild!,110,90,20
Uno - Deluxe,155,130,35
Uno Flex,120,90,20
Uno Flip!,115,90,20
Uno Super Mario,115,95,20
Uno Teams,145,90,20
Unsettled,360,190,190
Unstable Unicorns - Pour Enfants,150,100,30
Villainous : Mauvais Jusqu'a l'Os,265,165,65
Voldetour - Extension 4 Joueurs,240,140,30
Wave,140,95,30
Welcome,190,190,60
Western Legends,420,360,305
Wild West Express - Extension Escape Room - Le Jeu,190,130,40
Wingspan Asie,295,215,45
Wingspan Pack Fan Art,260,100,40
Wool Street,70,50,50
World Championship Russian Roulette,195,145,50
X-Wing 2.0 : Navette Legere de Classe Xi,245,120,40
Xok,270,70,60
Yahtzee One Piece,155,135,100
Yam's - Game Tubes,230,65,65
Yin Yang - Extension Chakra,130,130,40
Yog-Sothoth (Ext. Cthulhu Death May Die),130,120,90
Yokai,125,125,40
Zombicide : Team Building Deck,70,45,40
Zombie Burrito,250,230,80
